Agency,City,State,NTD ID,Organization Type,Reporter Type,UACE Code,UZA Name,Primary UZA Population,Agency VOMS,Mode,TOS,Mode VOMS,Diesel (gal),Diesel (gal) Questionable,Gasoline (gal),Gasoline (gal) Questionable,Liquefied Petroleum Gas (gal equivalent),Liquefied Petroleum Gas (gal equivalent) Questionable,Compressed Natural Gas (gal equivalent),Compressed Natural Gas (gal equivalent) Questionable,Bio-Diesel (gal),Bio-Diesel (gal) Questionable,Other Fuel (gal/gal equivalent),Other Fuel (gal/gal equivalent) Questionable,Electric Propulsion (kWh),Electric Propulsion (kWh) Questionable,Electric Battery (kWh),Electric Battery (kWh) Questionable,Diesel (miles),Diesel Questionable,Gasoline (miles),Gasoline Questionable,Liquefied Petroleum Gas (miles),Liquefied Petroleum Gas Questionable,Compressed Natural Gas (miles),Compressed Natural Gas Questionable,Other Fuel (miles),Other Fuel Questionable,Electric Propulsion (miles),Electric Propulsion Questionable,Electric Battery (miles),Electric Battery Questionable,Diesel (mpg),Diesel (mpg) Questionable,Gasoline (mpg),Gasoline (mpg) Questionable,Liquefied Petroleum Gas (mpg),Liquefied Petroleum Gas (mpg) Questionable,Compressed Natural Gas (mpg),Compressed Natural Gas (mpg) Questionable,Other Fuel (mpg),Other Fuel (mpg) Questionable,Electric Propulsion (mi/kWh),Electric Propulsion (mi/kWh) Questionable,Electric Battery (mi/kWh),Electric Battery (mi/kWh) Questionable
Santa Cruz Metropolitan Transit District,Santa Cruz,CA,90006,Independent Public Agency or Authority of Transit Service,Full Reporter,79336,"Santa Cruz, CA","169,038",86,CB,DO,6.00,39300.00,,0.00,,0.00,,32099.00,,0.00,,0.00,,0.00,,0.00,,245874.00,,0.00,,0.00,,144467.00,,0.00,,0.00,,0.00,,6.26,,,,,,,,,,,,,
Santee Wateree Regional Transportation Authority,Sumter,SC,40100,Independent Public Agency or Authority of Transit Service,Full Reporter,85708,"Sumter, SC","68,825",43,CB,DO,1.00,4775.00,,0.00,,1020.00,,0.00,,0.00,,0.00,,0.00,,0.00,,2673.00,,0.00,,195531.00,,0.00,,195531.00,,0.00,,0.00,,0.56,,,,191.70,,,,,,,,,
Santee Wateree Regional Transportation Authority,Sumter,SC,40100,Independent Public Agency or Authority of Transit Service,Full Reporter,85708,"Sumter, SC","68,825",43,DR,DO,32.00,0.00,,20392.00,,3698.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,458693.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,22.49,,0.00,,,,,,,,,
Santee Wateree Regional Transportation Authority,Sumter,SC,40100,Independent Public Agency or Authority of Transit Service,Full Reporter,85708,"Sumter, SC","68,825",43,MB,DO,10.00,1262.00,,41512.00,,8033.00,,0.00,,0.00,,0.00,,0.00,,0.00,,2963.00,,269206.00,,0.00,,0.00,,0.00,,0.00,,0.00,,2.35,,6.48,,0.00,,,,,,,,,
"Sarasota County , dba: Sarasota County Area Transit",Sarasota,FL,40046,"City, County or Local Government Unit or Department of Transportation",Full Reporter,9536,"Bradenton--Sarasota--Venice, FL","779,075",107,MB,PT,3.00,0.00,,19781.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,141851.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,7.17,,,,,,,,,,,
"Sarasota County , dba: Sarasota County Area Transit",Sarasota,FL,40046,"City, County or Local Government Unit or Department of Transportation",Full Reporter,9536,"Bradenton--Sarasota--Venice, FL","779,075",107,DR,PT,74.00,1091.00,,255407.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,217418.00,,2308885.00,,0.00,,0.00,,0.00,,0.00,,0.00,,199.28,,9.04,,,,,,,,,,,
"Sarasota County , dba: Sarasota County Area Transit",Sarasota,FL,40046,"City, County or Local Government Unit or Department of Transportation",Full Reporter,9536,"Bradenton--Sarasota--Venice, FL","779,075",107,MB,DO,30.00,437645.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,2071873.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,4.73,,,,,,,,,,,,,
"SeaStreak, LLC",Atlantic Highlands,NJ,20226,Private-For-Profit Corporation,Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449",7,FB,DO,7.00,1701973.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,144634.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.08,,,,,,,,,,,,,
"Senior Citizens United Community Services of Camden County, Inc.",Audubon,NJ,20204,Private-Non-Profit Corporation,Full Reporter,69076,"Philadelphia, PA--NJ--DE--MD","5,696,125",47,DR,DO,47.00,156.00,,93908.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,141659.00,,595104.00,,0.00,,0.00,,0.00,,0.00,,0.00,,908.07,,6.34,,,,,,,,,,,
Skagit Transit,Burlington,WA,44,Independent Public Agency or Authority of Transit Service,Full Reporter,60490,"Mount Vernon, WA","66,825",69,MB,DO,15.00,173952.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,401200.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,2.31,,,,,,,,,,,,,
Skagit Transit,Burlington,WA,44,Independent Public Agency or Authority of Transit Service,Full Reporter,60490,"Mount Vernon, WA","66,825",69,VP,DO,29.00,0.00,,30297.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,613292.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,20.24,,,,,,,,,,,
Skagit Transit,Burlington,WA,44,Independent Public Agency or Authority of Transit Service,Full Reporter,60490,"Mount Vernon, WA","66,825",69,CB,DO,6.00,73272.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1806471.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,24.65,,,,,,,,,,,,,
Skagit Transit,Burlington,WA,44,Independent Public Agency or Authority of Transit Service,Full Reporter,60490,"Mount Vernon, WA","66,825",69,DR,DO,19.00,1902.00,,0.00,,85292.00,,0.00,,0.00,,0.00,,0.00,,0.00,,19474.00,,0.00,,430753.00,,0.00,,430753.00,,0.00,,0.00,,10.24,,,,5.05,,,,,,,,,
Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,29,Independent Public Agency or Authority of Transit Service,Full Reporter,80389,"Seattle--Tacoma, WA","3,544,011",481,CB,PT,49.00,415060.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1995632.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,4.81,,,,,,,,,,,,,
Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,29,Independent Public Agency or Authority of Transit Service,Full Reporter,80389,"Seattle--Tacoma, WA","3,544,011",481,DR,PT,32.00,0.00,,164988.00,,4237.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1290542.00,,24392.00,,0.00,,24392.00,,0.00,,0.00,,,,7.82,,5.76,,,,,,,,,
Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,29,Independent Public Agency or Authority of Transit Service,Full Reporter,80389,"Seattle--Tacoma, WA","3,544,011",481,MB,DO,112.00,1465237.00,,0.00,,0.00,,0.00,,77118.00,,0.00,,0.00,,0.00,,6620468.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,4.52,,,,,,,,,,,,,
Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,29,Independent Public Agency or Authority of Transit Service,Full Reporter,80389,"Seattle--Tacoma, WA","3,544,011",481,VP,DO,242.00,0.00,,91493.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,2064500.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,22.56,,,,,,,,,,,
Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,29,Independent Public Agency or Authority of Transit Service,Full Reporter,80389,"Seattle--Tacoma, WA","3,544,011",481,CB,DO,46.00,253303.00,,0.00,,0.00,,0.00,,13332.00,,0.00,,0.00,,0.00,,4141162.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,16.35,,,,,,,,,,,,,
Solano County Transit,Vallejo,CA,90232,Independent Public Agency or Authority of Transit Service,Full Reporter,90028,"Vallejo, CA","175,132",31,DR,PT,4.00,0.00,,24485.00,,0.00,,4270.00,,0.00,,0.00,,0.00,,0.00,,0.00,,79788.00,,0.00,,26744.00,,0.00,,0.00,,0.00,,,,3.26,,,,,,,,,,,
Solano County Transit,Vallejo,CA,90232,Independent Public Agency or Authority of Transit Service,Full Reporter,90028,"Vallejo, CA","175,132",31,MB,PT,16.00,110686.00,,0.00,,0.00,,1865.00,,0.00,,0.00,,0.00,,17567.00,,552281.00,,0.00,,0.00,,5555.00,,0.00,,0.00,,16714.00,,4.99,,,,,,,,,,,,0.95,
Solano County Transit,Vallejo,CA,90232,Independent Public Agency or Authority of Transit Service,Full Reporter,90028,"Vallejo, CA","175,132",31,CB,PT,11.00,7535.00,,0.00,,0.00,,223404.00,,0.00,,0.00,,0.00,,0.00,,194250.00,,0.00,,0.00,,861033.00,,0.00,,0.00,,0.00,,25.78,,,,,,,,,,,,,
"Somerset County, dba: Somerset County Transportation",Somerville,NJ,20209,"City, County or Local Government Unit or Department of Transportation",Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449",57,DR,DO,47.00,0.00,,102160.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,9783.00,,773482.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,7.57,,,,,,,,,,,
"Somerset County, dba: Somerset County Transportation",Somerville,NJ,20209,"City, County or Local Government Unit or Department of Transportation",Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449",57,MB,DO,10.00,21287.00,,64415.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,137884.00,,181158.00,,0.00,,0.00,,0.00,,0.00,,0.00,,6.48,,2.81,,,,,,,,,,,
Sonoma-Marin Area Rail Transit District,Petaluma,CA,90299,Independent Public Agency or Authority of Transit Service,Full Reporter,79498,"Santa Rosa, CA","297,329",10,CR,DO,10.00,224373.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,681864.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,3.04,,,,,,,,,,,,,
South Bend Public Transportation Corporation,South Bend,IN,50052,Independent Public Agency or Authority of Transit Service,Full Reporter,83116,"South Bend, IN--MI","278,921",56,DR,DO,14.00,0.00,,49471.00,,0.00,,0.00,,1212.00,,0.00,,0.00,,0.00,,8153.00,,327001.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,6.61,,,,,,,,,,,
South Bend Public Transportation Corporation,South Bend,IN,50052,Independent Public Agency or Authority of Transit Service,Full Reporter,83116,"South Bend, IN--MI","278,921",56,MB,DO,42.00,0.00,,0.00,,0.00,,275721.00,,49471.00,,0.00,,0.00,,0.00,,246917.00,,0.00,,0.00,,1017147.00,,0.00,,0.00,,0.00,,,,,,,,,,,,,,,
South Central Transit Authority,Lancaster,PA,30202,Independent Public Agency or Authority of Transit Service,Full Reporter,47530,"Lancaster--Manheim, PA","394,530",163,DR,PT,58.00,0.00,,293015.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,2023546.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,6.91,,,,,,,,,,,
South Central Transit Authority,Lancaster,PA,30202,Independent Public Agency or Authority of Transit Service,Full Reporter,47530,"Lancaster--Manheim, PA","394,530",163,MB,DO,75.00,0.00,,0.00,,0.00,,0.00,,616752.00,,0.00,,0.00,,0.00,,3372173.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,,,,
South Central Transit Authority,Lancaster,PA,30202,Independent Public Agency or Authority of Transit Service,Full Reporter,47530,"Lancaster--Manheim, PA","394,530",163,DR,DO,30.00,0.00,,93512.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,664272.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,7.10,,,,,,,,,,,
South Florida Regional Transportation Authority,Pompano Beach,FL,40077,Independent Public Agency or Authority of Transit Service,Full Reporter,56602,"Miami--Fort Lauderdale, FL","6,077,522",45,CR,PT,43.00,2732169.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1190262.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.44,,,,,,,,,,,,,
South Florida Regional Transportation Authority,Pompano Beach,FL,40077,Independent Public Agency or Authority of Transit Service,Full Reporter,56602,"Miami--Fort Lauderdale, FL","6,077,522",45,MB,PT,2.00,31298.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,109272.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,3.49,,,,,,,,,,,,,
Southeast Area Transit District,Preston,CT,10040,Independent Public Agency or Authority of Transit Service,Full Reporter,64135,"Norwich--New London, CT","167,432",29,MB,DO,17.00,192195.00,,6052.00,,0.00,,0.00,,10120.00,,0.00,,0.00,,0.00,,1109994.00,,59989.00,,0.00,,0.00,,0.00,,0.00,,0.00,,5.78,,9.91,,,,,,,,,,,
Southeast Area Transit District,Preston,CT,10040,Independent Public Agency or Authority of Transit Service,Full Reporter,64135,"Norwich--New London, CT","167,432",29,DR,DO,7.00,0.00,,16454.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,124912.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,7.59,,,,,,,,,,,
Southeast Area Transit District,Preston,CT,10040,Independent Public Agency or Authority of Transit Service,Full Reporter,64135,"Norwich--New London, CT","167,432",29,DR,PT,5.00,0.00,,12863.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,561504.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,43.65,,,,,,,,,,,
Southeastern Pennsylvania Transportation Authority,Philadelphia,PA,30019,Independent Public Agency or Authority of Transit Service,Full Reporter,69076,"Philadelphia, PA--NJ--DE--MD","5,696,125","1,962",DR,PT,234.00,0.00,,782842.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,7581364.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,9.68,,,,,,,,,,,
Southeastern Pennsylvania Transportation Authority,Philadelphia,PA,30019,Independent Public Agency or Authority of Transit Service,Full Reporter,69076,"Philadelphia, PA--NJ--DE--MD","5,696,125","1,962",TB,DO,29.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,5630818.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,717968.00,,0.00,,,,,,,,,,,,0.13,,,
Southeastern Pennsylvania Transportation Authority,Philadelphia,PA,30019,Independent Public Agency or Authority of Transit Service,Full Reporter,69076,"Philadelphia, PA--NJ--DE--MD","5,696,125","1,962",HR,DO,238.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,127503641.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,14514738.00,,0.00,,,,,,,,,,,,0.11,,,
Southeastern Pennsylvania Transportation Authority,Philadelphia,PA,30019,Independent Public Agency or Authority of Transit Service,Full Reporter,69076,"Philadelphia, PA--NJ--DE--MD","5,696,125","1,962",MB,DO,1089.00,10559578.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,43897996.00,,0.00,,0.00,,0.00,,0.00,,0.00,,11.00,,4.16,,,,,,,,,,,,,
Southeastern Pennsylvania Transportation Authority,Philadelphia,PA,30019,Independent Public Agency or Authority of Transit Service,Full Reporter,69076,"Philadelphia, PA--NJ--DE--MD","5,696,125","1,962",MB,PT,3.00,24304.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,162069.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,6.67,,,,,,,,,,,,,
Southeastern Pennsylvania Transportation Authority,Philadelphia,PA,30019,Independent Public Agency or Authority of Transit Service,Full Reporter,69076,"Philadelphia, PA--NJ--DE--MD","5,696,125","1,962",CR,DO,277.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,174648158.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,13759706.00,,0.00,,,,,,,,,,,,0.08,,,
Southeastern Pennsylvania Transportation Authority,Philadelphia,PA,30019,Independent Public Agency or Authority of Transit Service,Full Reporter,69076,"Philadelphia, PA--NJ--DE--MD","5,696,125","1,962",SR,DO,92.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,18364943.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1792974.00,,0.00,,,,,,,,,,,,0.10,,,
Southeastern Regional Transit Authority,New Bedford,MA,10006,Independent Public Agency or Authority of Transit Service,Full Reporter,61786,"New Bedford, MA","155,491",73,DR,PT,24.00,0.00,,103392.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,932656.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,9.02,,,,,,,,,,,
Southeastern Regional Transit Authority,New Bedford,MA,10006,Independent Public Agency or Authority of Transit Service,Full Reporter,61786,"New Bedford, MA","155,491",73,MB,PT,49.00,370729.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,2015687.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,5.44,,,,,,,,,,,,,
"Southern California Regional Rail Authority, dba: Metrolink",Los Angeles,CA,90151,Independent Public Agency or Authority of Transit Service,Full Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA","12,237,376",195,CR,PT,195.00,3255144.00,,0.00,,0.00,,0.00,,3872793.00,,0.00,,0.00,,0.00,,2359406.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.72,,,,,,,,,,,,,
"Southwest Ohio Regional Transit Authority, dba: Metro / Access",Cincinnati,OH,50012,Independent Public Agency or Authority of Transit Service,Full Reporter,16885,"Cincinnati, OH--KY","1,686,744",321,MB,DO,281.00,2536427.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,11801028.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,4.65,,,,,,,,,,,,,
"Southwest Ohio Regional Transit Authority, dba: Metro / Access",Cincinnati,OH,50012,Independent Public Agency or Authority of Transit Service,Full Reporter,16885,"Cincinnati, OH--KY","1,686,744",321,DR,DO,40.00,147934.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1537644.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,10.39,,,,,,,,,,,,,
SouthWest Transit,Eden Prairie,MN,50518,Independent Public Agency or Authority of Transit Service,Full Reporter,57628,"Minneapolis--St. Paul, MN","2,914,866",42,DR,PT,22.00,19748.00,,65009.00,,0.00,,0.00,,0.00,,0.00,,0.00,,17529.00,,230927.00,,933497.00,,0.00,,0.00,,0.00,,0.00,,71046.00,,11.69,,14.36,,,,,,,,,,4.05,
SouthWest Transit,Eden Prairie,MN,50518,Independent Public Agency or Authority of Transit Service,Full Reporter,57628,"Minneapolis--St. Paul, MN","2,914,866",42,MB,PT,20.00,182052.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,901416.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,4.95,,,,,,,,,,,,,
Southwestern Pennsylvania Commission,Pittsburgh,PA,30078,"MPO, COG or Other Planning Agency",Full Reporter,69697,"Pittsburgh, PA","1,745,039",11,VP,PT,11.00,0.00,,6813.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,79175.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,11.62,,,,,,,,,,,
"Spartanburg Regional Health Services, Inc.",Spartanburg,SC,40244,State Government Unit or Department of Transportation,Full Reporter,83548,"Spartanburg, SC","196,943",26,DR,DO,26.00,0.00,,135848.00,,258.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1395342.00,,0.00,,0.00,,311287.00,,0.00,,0.00,,,,10.27,,0.00,,,,,,,,,
Spokane Transit Authority,Spokane,WA,2,Independent Public Agency or Authority of Transit Service,Full Reporter,83764,"Spokane, WA","447,279",279,VP,DO,73.00,0.00,,51357.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,919060.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,17.90,,,,,,,,,,,
Spokane Transit Authority,Spokane,WA,2,Independent Public Agency or Authority of Transit Service,Full Reporter,83764,"Spokane, WA","447,279",279,DR,DO,47.00,32862.00,,96033.00,,260.00,,0.00,,0.00,,0.00,,0.00,,0.00,,291616.00,,827852.00,,1975.00,,0.00,,1975.00,,0.00,,0.00,,8.87,,8.62,,7.60,,,,,,,,,
Spokane Transit Authority,Spokane,WA,2,Independent Public Agency or Authority of Transit Service,Full Reporter,83764,"Spokane, WA","447,279",279,DR,PT,32.00,98949.00,,13378.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,956829.00,,116279.00,,0.00,,0.00,,0.00,,0.00,,0.00,,9.67,,8.69,,,,,,,,,,,
Spokane Transit Authority,Spokane,WA,2,Independent Public Agency or Authority of Transit Service,Full Reporter,83764,"Spokane, WA","447,279",279,MB,DO,127.00,1310504.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,253079.00,,7374748.00,,0.00,,0.00,,0.00,,0.00,,0.00,,45175.00,,5.63,,,,,,,,,,,,0.18,
"Springfield Mass Transit District, dba: Sangamon Mass Transit District",Springfield,IL,50059,Independent Public Agency or Authority of Transit Service,Full Reporter,83899,"Springfield, IL","159,265",63,DR,DO,15.00,0.00,,79497.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,478018.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,6.01,,,,,,,,,,,
"Springfield Mass Transit District, dba: Sangamon Mass Transit District",Springfield,IL,50059,Independent Public Agency or Authority of Transit Service,Full Reporter,83899,"Springfield, IL","159,265",63,MB,DO,48.00,0.00,,14109.00,,0.00,,226662.00,,218860.00,,0.00,,0.00,,0.00,,1035371.00,,102540.00,,0.00,,763278.00,,0.00,,0.00,,0.00,,,,7.27,,,,,,,,,,,
"St. Cloud Metropolitan Transit Commission, dba: Metro Bus",Saint Cloud,MN,50028,Independent Public Agency or Authority of Transit Service,Full Reporter,77338,"St. Cloud, MN","117,638",46,CB,DO,2.00,12834.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,65055.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,5.07,,,,,,,,,,,,,
"St. Cloud Metropolitan Transit Commission, dba: Metro Bus",Saint Cloud,MN,50028,Independent Public Agency or Authority of Transit Service,Full Reporter,77338,"St. Cloud, MN","117,638",46,DR,DO,24.00,5468.00,,0.00,,0.00,,89677.00,,0.00,,0.00,,0.00,,0.00,,45853.00,,0.00,,0.00,,582492.00,,0.00,,0.00,,0.00,,8.39,,,,,,,,,,,,,
"St. Cloud Metropolitan Transit Commission, dba: Metro Bus",Saint Cloud,MN,50028,Independent Public Agency or Authority of Transit Service,Full Reporter,77338,"St. Cloud, MN","117,638",46,MB,DO,20.00,14353.00,,0.00,,0.00,,264680.00,,0.00,,0.00,,0.00,,0.00,,73979.00,,0.00,,0.00,,967573.00,,0.00,,0.00,,0.00,,5.15,,,,,,,,,,,,,
Stanislaus Regional Transit Authority,Modesto,CA,90306,Independent Public Agency or Authority of Transit Service,Full Reporter,58006,"Modesto, CA","357,301",100,DR,PT,30.00,0.00,,53712.00,,0.00,,28786.00,,0.00,,0.00,,0.00,,0.00,,0.00,,410960.00,,0.00,,189709.00,,0.00,,0.00,,0.00,,,,7.65,,,,,,,,,,,
Stanislaus Regional Transit Authority,Modesto,CA,90306,Independent Public Agency or Authority of Transit Service,Full Reporter,58006,"Modesto, CA","357,301",100,MB,PT,65.00,477593.00,,0.00,,0.00,,150764.00,,0.00,,0.00,,0.00,,142560.00,,2046272.00,,0.00,,0.00,,736149.00,,0.00,,0.00,,77238.00,,4.28,,,,,,,,,,,,0.54,
Stanislaus Regional Transit Authority,Modesto,CA,90306,Independent Public Agency or Authority of Transit Service,Full Reporter,58006,"Modesto, CA","357,301",100,CB,PT,5.00,53470.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,336816.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,6.30,,,,,,,,,,,,,
STAR Transit,Terrell,TX,60114,"City, County or Local Government Unit or Department of Transportation",Full Reporter,22042,"Dallas--Fort Worth--Arlington, TX","5,732,354",52,DR,DO,47.00,0.00,,184182.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1473100.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,8.00,,,,,,,,,,,
STAR Transit,Terrell,TX,60114,"City, County or Local Government Unit or Department of Transportation",Full Reporter,22042,"Dallas--Fort Worth--Arlington, TX","5,732,354",52,MB,DO,5.00,0.00,,27521.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,83201.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,3.02,,,,,,,,,,,
Stark Area Regional Transit Authority,Canton,OH,50011,Independent Public Agency or Authority of Transit Service,Full Reporter,13375,"Canton, OH","295,319",66,DR,DO,30.00,64974.00,,0.00,,0.00,,129875.00,,0.00,,0.00,,0.00,,0.00,,1475622.00,,0.00,,0.00,,1106917.00,,0.00,,0.00,,0.00,,22.71,,,,,,,,,,,,,
Stark Area Regional Transit Authority,Canton,OH,50011,Independent Public Agency or Authority of Transit Service,Full Reporter,13375,"Canton, OH","295,319",66,MB,DO,36.00,126126.00,,0.00,,0.00,,252110.00,,0.00,,40845.00,,0.00,,0.00,,548831.00,,0.00,,0.00,,955680.00,,0.00,,0.00,,0.00,,4.35,,,,,,,,,,,,,
"Staten Island Rapid Transit Operating Authority, dba:  MTA Staten Island Railway",Staten Island,NY,20099,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449",44,HR,DO,44.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,24803444.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,2678300.00,,0.00,,,,,,,,,,,,0.11,,,
"Su Tran LLC , dba: Sioux Area Metro",Sioux Falls,SD,80002,Private Provider Reporting on Behalf of a Public Entity,Full Reporter,82252,"Sioux Falls, SD","194,283",31,MB,DO,16.00,106361.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,536316.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,5.04,,,,,,,,,,,,,
"Su Tran LLC , dba: Sioux Area Metro",Sioux Falls,SD,80002,Private Provider Reporting on Behalf of a Public Entity,Full Reporter,82252,"Sioux Falls, SD","194,283",31,DR,DO,15.00,29137.00,,19332.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,187367.00,,184943.00,,0.00,,0.00,,0.00,,0.00,,0.00,,6.43,,9.57,,,,,,,,,,,
Suburban Mobility Authority for Regional Transportation,Detroit,MI,50031,Independent Public Agency or Authority of Transit Service,Full Reporter,23824,"Detroit, MI","3,776,890",269,DR,DO,95.00,0.00,,0.00,,629092.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,2996517.00,,0.00,,2996517.00,,0.00,,0.00,,,,,,4.76,,,,,,,,,
Suburban Mobility Authority for Regional Transportation,Detroit,MI,50031,Independent Public Agency or Authority of Transit Service,Full Reporter,23824,"Detroit, MI","3,776,890",269,DR,PT,19.00,35227.00,,687.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,296341.00,,14511.00,,0.00,,0.00,,0.00,,0.00,,0.00,,8.41,,21.12,,,,,,,,,,,
